w_wagon_type,w_train_number,w_train_type,w_wagon_number,ss_name,ss_lon,fs_name,fs_lon,f_ticket_cost,f_days_diff
Standard,389,Regular,20,Aalter,3.447848,Lissewege,3.19451,88.75999999999999,23
Sleeping,16,Regular,3,Ciney,5.091406,Leignon,5.10778,9.97,18
Lux,270,Intercity,12,Leval,4.21104,Kessel,4.61846,1896.0600000000004,22
Sleeping,385,Regular,14,Kapelle-op-den-Bos,4.359118,Kwatrecht,3.829591,179.33,24
Sleeping,385,Regular,14,Kapelle-op-den-Bos,4.359118,Kapelle-op-den-Bos,4.359118,47.31,16
Standard,112,Suburban,9,Viane-Moerbeke,3.91734,Viane-Moerbeke,3.91734,22.32,24
Standard,268,Intercity,12,Bruxelles-Schuman,4.380725,Moensberg,4.330729,44.599999999999994,29
Standard,201,Intercity,8,Bruxelles-Congrès,4.362051,Bruxelles-Chapelle,4.34787,8.95,15
Lux,150,Intercity,4,Merelbeke,3.76889,Oudegem,4.064472,579.1000000000001,18
Lux,472,Peak,4,Hambos,4.66301,Boortmeerbeek,4.5739,280.58,21
Standard,406,Regular,20,Paliseul,5.118351,Carlsbourg,5.092785,57.28,28
Lux,93,Intercity,2,Bruxelles-Chapelle,4.34787,Haren-Sud,4.415358,216.32,25
Standard,103,Intercity,8,Herent,4.67219,Bruxelles-Midi,4.33653,221.01999999999998,23
Female,136,Regular,5,Antoing,3.45131,Ghlin,3.90634,249.07000000000005,17
Female,594,Suburban,5,Bruxelles-Nord,4.36085,Bruxelles-Central,4.356804,18.36,15
Sleeping,555,Peak,5,Izegem,3.212089,Roulers,3.130415,63.459999999999994,30
Standard,262,Intercity,15,Wildert,4.463349,Kalmthout,4.466825,21.52,21
Lux,270,Intercity,12,Leval,4.21104,Hennuyères,4.17589,714.45,23
Female,53,Regular,20,Sint-Denijs-Boekel,3.6984,Audenarde,3.600388,32.33,16
Lux,270,Intercity,12,Leval,4.21104,Bruxelles-Central,4.356804,1119.24,25
Standard,440,Intercity,13,De Pinte,3.650467,Wevelgem,3.183519,140.66,19
Sleeping,399,Regular,5,Malderen,4.22911,Malderen,4.22911,25.17,25
Standard,250,Intercity,18,Herent,4.67219,Bruxelles-Chapelle,4.34787,88.14,25
Female,36,Regular,12,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,22.43,29
Standard,58,Intercity,15,Rochefort-Jemelle,5.266697,Marloie,5.31389,16.14,29
Standard,64,Intercity,15,Schaerbeek,4.37864,Diegem,4.442773,43.11,30
Standard,329,Intercity,16,Nijlen,4.666589,Bouwel,4.746515,27.13,26
Female,322,Suburban,3,Aiseau,4.58455,Tamines,4.608824,9.21,19
Standard,254,Intercity,15,Belsele,4.08861,Sinaai,4.06894,3.73,28
Standard,94,Intercity,11,Herseaux,3.245961,Antoing,3.45131,81.52,24
Sleeping,20,Regular,6,Kapelle-op-den-Bos,4.359118,Londerzeel,4.299069,15.49,14
Standard,382,Regular,7,Beernem,3.32989,Hansbeke,3.53621,59.28,17
Female,9,Regular,14,Messancy,5.818919,Arlon,5.809972,33.66,31
Standard,268,Intercity,12,Bruxelles-Schuman,4.380725,Tubize,4.20573,86.95,21
Standard,412,Regular,16,Rhisnes,4.80187,Rhisnes,4.80187,27.02,19
Standard,66,Intercity,10,Hillegem,3.85747,Hillegem,3.85747,15.6,26
Standard,417,Suburban,4,Viane-Moerbeke,3.91734,Gammerages,3.965726,28.83,20
Standard,297,Intercity,11,Nimy,3.956093,Marchienne-au-Pont,4.39422,129.42,28
Standard,579,Peak,12,Harchies,3.698768,Péruwelz,3.592777,52.88000000000001,31
Lux,451,Peak,12,Merelbeke,3.76889,Wetteren,3.88188,319.99,18
Standard,279,Intercity,2,Hambos,4.66301,Buggenhout,4.201663,110.61,26
Female,304,Suburban,3,Tour-et-Taxis,4.342105,Tour-et-Taxis,4.342105,11.26,25
Standard,111,Suburban,13,Appelterre,3.972107,Eichem,3.993748,16.979999999999997,20
Lux,468,Peak,16,Diepenbeek,5.419946,Hasselt,5.327631,145.2,24
Standard,390,Regular,18,Landegem,3.576856,Oostkamp,3.25747,86.68,14
Standard,391,Regular,4,Bertrix,5.267189,Libramont,5.37927,31.63,15
Lux,557,Peak,3,Coxyde,2.652773,La Panne,2.601966,66.84,17
Female,108,Suburban,14,Bruxelles-Schuman,4.380725,Enghien,4.047359,174.55999999999995,17
Lux,85,Intercity,19,Wervik,3.04698,Ypres,2.87659,667.75,16
Standard,275,Intercity,10,Bruxelles-Chapelle,4.34787,Bruxelles-Nord,4.36085,15.030000000000001,27
Standard,379,Regular,10,Merelbeke,3.76889,Schellebelle,3.92137,51.7,19
Standard,262,Intercity,15,Wildert,4.463349,Mortsel-Oude God,4.455737,80.78999999999999,26
Female,490,Peak,18,Jemappes,3.885583,Saint-Ghislain,3.820255,83.25,23
Standard,279,Intercity,2,Hambos,4.66301,Schellebelle,3.92137,162.29999999999998,25
Standard,81,Intercity,19,Aarsele,3.41836,Tielt,3.33034,78.37,28
Standard,143,Regular,17,Eppegem,4.45749,Sint-Katelijne-Waver,4.496119,45.019999999999996,14
Standard,254,Intercity,15,Sinaai,4.06894,Lokeren,3.987794,16.21,27
Sleeping,232,Regular,9,Wijgmaal,4.701478,Louvain,4.715868,14.75,29
Standard,184,Intercity,17,Forrières,5.276783,Blanmont,4.63639,251.48999999999998,14
Female,348,Suburban,6,Ronet,4.82842,Ham-sur-Sambre,4.66939,77.38999999999999,29
Standard,297,Intercity,11,Franière,4.73355,Floreffe,4.762371,29.31,29
Standard,201,Intercity,8,Bruxelles-Congrès,4.362051,Bruxelles-Central,4.356804,6.16,30
Sleeping,320,Peak,15,Tronchiennes,3.655201,Hansbeke,3.53621,57.35,23
Sleeping,385,Regular,14,Kapelle-op-den-Bos,4.359118,Wichelen,3.969195,145.68,31
Female,136,Regular,5,Antoing,3.45131,Ghlin,3.90634,249.07000000000005,19
Standard,345,Suburban,11,Céroux-Mousty,4.569049,Court-Saint-Etienne,4.56582,14.46,20
Standard,101,Intercity,10,Oostkamp,3.25747,Hansbeke,3.53621,71.98,28
Sleeping,35,Regular,9,Vertrijk,4.83552,Louvain,4.715868,38.29,15
Female,247,Suburban,7,Geel,4.988611,Boechout,4.494487,168.35,18
Standard,337,Intercity,13,Angleur,5.59983,Tronchiennes,3.655201,459.1,30
Lux,32,Regular,5,Olen,4.9025,Olen,4.9025,188.48000000000002,28
Sleeping,385,Regular,14,Kapelle-op-den-Bos,4.359118,Wichelen,3.969195,145.68,15
Standard,422,Regular,12,Bruges-Saint-Pierre,3.201796,Landegem,3.576856,118.22,17
Sleeping,553,Peak,18,Ingelmunster,3.255416,Izegem,3.212089,12.3,17
Lux,559,Peak,19,Izegem,3.212089,Ingelmunster,3.255416,372.85,15
Standard,159,Suburban,17,Balegem-Zuid,3.80587,Zottegem,3.81441,8.2,29
Standard,277,Intercity,7,Coxyde,2.652773,Lichtervelde,3.127209,136.18,23
Female,589,Peak,13,Manage,4.23468,La Louvière-Centre,4.17986,23.04,21
Female,33,Regular,2,Zonhoven,5.348813,Zonhoven,5.348813,40.89,19
Female,467,Peak,9,Bruxelles-Chapelle,4.34787,Erps-Kwerps,4.585,103.30000000000001,28
Standard,66,Intercity,10,Hillegem,3.85747,Hillegem,3.85747,15.6,19
Female,507,Peak,12,Mont-Saint-Guibert,4.613883,Ernage,4.66854,58.870000000000005,26
Standard,595,Peak,14,Hillegem,3.85747,Terhagen,3.896657,24.54,29
Standard,111,Suburban,13,Schendelbeke,3.899285,Zandbergen,3.957652,25.55,20
Standard,268,Intercity,12,Bruxelles-Schuman,4.380725,Boondael,4.393081,26.96,16
Female,517,Peak,15,Paliseul,5.118351,Bertrix,5.267189,55.04,29
Standard,405,Regular,9,Arlon,5.809972,Messancy,5.818919,22.44,20
Female,37,Regular,15,Neerwinden,5.03632,Tirlemont,4.92581,87.97999999999999,25
Female,221,Suburban,17,Anvers-Berchem,4.432219,Hoboken-Polder,4.347787,46.13,16
Standard,276,Intercity,8,Vertrijk,4.83552,Bruxelles-Chapelle,4.34787,136.81,24
Female,224,Suburban,20,Anvers-Luchtbal,4.425033,Ekeren,4.434153,28.630000000000003,20
Standard,493,Peak,16,Cambron-Casteau,3.87481,Cambron-Casteau,3.87481,15.52,26
Sleeping,232,Regular,9,Boortmeerbeek,4.5739,Hever,4.537634,29.99,27
Female,546,Peak,6,Munkzwalm,3.733242,Zottegem,3.81441,25.61,19
Female,545,Peak,20,Vichte,3.391627,Audenarde,3.600388,142.07,16
Standard,226,Intercity,14,Herent,4.67219,Mortsel-Oude God,4.455737,125.83999999999999,25
Lux,293,Intercity,15,Harchies,3.698768,Leman,5.46831,3559.9100000000003,19
Female,8,Regular,3,Gentbrugge,3.756326,Gand-Saint-Pierre,3.710673,12.55,16
Standard,406,Regular,20,Paliseul,5.118351,Bertrix,5.267189,36.69,20
Standard,412,Regular,16,Beuzet,4.748531,Gembloux,4.691497,30.09,15
Standard,453,Suburban,3,Mollem,4.216967,Bruxelles-Nord,4.36085,50.24000000000001,19
Sleeping,244,Regular,2,Anvers-Berchem,4.432219,Anvers-Central,4.421098,6.7,17
Lux,293,Intercity,15,Herseaux,3.245961,Mons,3.942542,1535.1,15
Female,134,Regular,16,Anvers-Berchem,4.432219,Duffel,4.493184,60.7,14
Standard,82,Intercity,20,Nossegem,4.50611,Nossegem,4.50611,14.08,26
Female,115,Suburban,14,Sint-Gillis,4.117831,Bruxelles-Central,4.356804,126.14999999999999,18
Standard,405,Regular,9,Messancy,5.818919,Athus,5.828944,7.76,17
Lux,498,Peak,18,Jambes-Est,4.88026,Assesse,5.022836,470.64000000000004,24
Standard,422,Regular,12,Bruges-Saint-Pierre,3.201796,Oostkamp,3.25747,57.8,22
Standard,453,Suburban,3,Mollem,4.216967,Bruxelles-Congrès,4.362051,52.22,21
Standard,601,Intercity,11,Antoing,3.45131,Harchies,3.698768,91.34,24
Sleeping,404,Regular,12,Virton,5.519122,Bertrix,5.267189,231.18,16
Standard,274,Suburban,3,Huizingen,4.266485,Arcades,4.39854,44.559999999999995,23
Female,594,Suburban,5,Terhagen,3.896657,Sint-Denijs-Boekel,3.6984,105.67000000000002,23
Standard,60,Intercity,12,Termonde,4.10143,Zele,4.042001,16.75,30
Standard,58,Intercity,15,Rochefort-Jemelle,5.266697,Rochefort-Jemelle,5.266697,23.630000000000003,27
Sleeping,381,Regular,7,Marche-en-Famenne,5.34629,Marche-en-Famenne,5.34629,52.51,28
Standard,250,Intercity,18,Schellebelle,3.92137,Merelbeke,3.76889,51.33000000000001,21
Standard,345,Suburban,11,Céroux-Mousty,4.569049,Villers-la-Ville,4.533348,33.53,27
Female,37,Regular,15,Vertrijk,4.83552,Tirlemont,4.92581,31.23,22
Female,552,Peak,14,Vijfhuizen,3.98125,Alost Kerrebroek,4.024412,25.91,15
Female,265,Suburban,15,Vivier D Oie,4.37405,Meiser,4.394424,42.37,22
Sleeping,397,Regular,2,Leignon,5.10778,Ciney,5.091406,9.97,22
Standard,601,Intercity,11,Antoing,3.45131,Farciennes,4.55265,315.78000000000003,16
Standard,262,Intercity,15,Wildert,4.463349,Kapellen,4.432662,44.21000000000001,17
Female,203,Suburban,2,Haaltert,4.023957,Ede,3.987525,39.51,27
Standard,599,Intercity,5,Bracquegnies,4.126349,Harchies,3.698768,137.76999999999998,30
Female,450,Peak,13,Tamise,4.221349,Tamise,4.221349,37.08,22
Lux,118,Intercity,20,Zedelgem,3.164142,Lichtervelde,3.127209,515.4200000000001,27
Standard,291,Intercity,9,Nimy,3.956093,Floreffe,4.762371,227.25000000000003,29
Female,304,Suburban,3,Tour-et-Taxis,4.342105,Jette,4.326218,5.84,24
Standard,291,Intercity,9,Nimy,3.956093,Piéton,4.28844,99.92999999999999,29
Lux,87,Intercity,2,Harelbeke,3.314007,Courtrai,3.264548,99.44,17
Lux,452,Peak,11,Baasrode-Zuid,4.153496,Termonde,4.10143,72.71,23
Standard,440,Intercity,13,De Pinte,3.650467,Deinze,3.534435,68.47999999999999,21
Standard,201,Intercity,8,Bockstael,4.34851,Bockstael,4.34851,10.31,17
Standard,248,Intercity,15,Coxyde,2.652773,Furnes,2.66994,49.46000000000001,29
Lux,284,Intercity,8,Ghlin,3.90634,Hennuyères,4.17589,855.6099999999999,16
Standard,432,Regular,11,Anseremme,4.90553,Dinant,4.90818,5.82,26
Standard,391,Regular,4,Lustin,4.877468,Jambes,4.876143,32.3,16
Sleeping,411,Regular,3,Leignon,5.10778,Chapois,5.12426,41.06,29
Female,17,Regular,11,Leignon,5.10778,Leignon,5.10778,17.51,24
Sleeping,20,Regular,6,Kapelle-op-den-Bos,4.359118,Londerzeel,4.299069,15.49,28
Standard,66,Intercity,10,Hillegem,3.85747,Hillegem,3.85747,15.6,30
Standard,185,Intercity,12,Bruges,3.21673,Mont-Saint-Guibert,4.613883,374.32000000000005,26
Standard,388,Regular,10,Natoye,5.061162,Courrière,4.996051,48.03,15
Female,467,Peak,9,Bruxelles-Chapelle,4.34787,Bruxelles-Congrès,4.362051,13.43,25
Standard,200,Intercity,2,Sint-Gillis,4.117831,Zellik,4.274546,67.63000000000001,27
Female,203,Suburban,2,Bruxelles-Congrès,4.362051,Bruxelles-Chapelle,4.34787,13.43,31
Standard,461,Suburban,11,Bouwel,4.746515,Nijlen,4.666589,27.13,19
Standard,456,Peak,3,Schulen,5.187405,Begijnendijk,4.80034,111.39,18
Female,522,Peak,17,Florenville,5.33112,Virton,5.519122,80.41,30
Female,522,Peak,17,Florenville,5.33112,Florenville,5.33112,140.2,24
Lux,270,Intercity,12,Sint-Katelijne-Waver,4.496119,Herentals,4.82954,709.1100000000001,27
Female,8,Regular,3,Beervelde,3.879383,Gand-Dampoort,3.74059,38.58,16
Standard,601,Intercity,11,Antoing,3.45131,Ville-Pommeroeul,3.724245,116,17
Lux,293,Intercity,15,Herseaux,3.245961,Harchies,3.698768,1076.4099999999999,20
Female,414,Suburban,8,Bierges-Walibi,4.59475,Wavre,4.60478,4.74,19
Lux,270,Intercity,12,Leval,4.21104,Forest-Midi,4.309167,1066.7299999999998,31
Lux,77,Intercity,19,Bierset-Awans,5.46055,Bierset-Awans,5.46055,141.89000000000001,18
Standard,82,Intercity,20,Herent,4.67219,Kortenberg,4.5433,45.22,25
Lux,559,Peak,19,Lichtervelde,3.127209,Izegem,3.212089,427.09999999999997,29
Female,546,Peak,6,Munkzwalm,3.733242,Audenarde,3.600388,103.91000000000001,30
Standard,323,Intercity,14,Bruxelles-Nord,4.36085,Bruxelles-Midi,4.33653,148.70999999999998,30
Lux,44,Regular,3,Deinze,3.534435,Waregem,3.42551,589.69,18
Standard,391,Regular,4,Bertrix,5.267189,Gedinne,4.978077,142.82,16
Female,450,Peak,13,Tamise,4.221349,Puurs,4.282701,70.74,25
Female,267,Suburban,10,Delta,4.403871,Germoir,4.379445,21.35,21
Standard,38,Regular,4,Puurs,4.282701,Ruisbroek-Sauvegarde,4.325001,7.47,26
Standard,66,Intercity,10,Herzele,3.880616,Haaltert,4.023957,40.28,20
Lux,498,Peak,18,Chapois,5.12426,Viville,5.786525,1983.3300000000002,18
Lux,318,Intercity,13,Oostkamp,3.25747,Bruxelles-Nord,4.36085,1844.22,17
Female,444,Peak,19,Duinbergen,3.263591,Knokke,3.28519,3.99,25
Sleeping,582,Peak,14,Viville,5.786525,Assesse,5.022836,422.19,16
Standard,111,Suburban,13,Schendelbeke,3.899285,Schendelbeke,3.899285,14.040000000000001,30
Female,585,Peak,3,Forrières,5.276783,Forrières,5.276783,27.42,25
Lux,257,Intercity,4,Froyennes,3.354835,Tournai,3.39694,81.95,24
Female,343,Suburban,18,Le Campinaire,4.542787,Flawinne,4.8063,121.52000000000001,28
Standard,359,Regular,9,Houraing,3.835174,Acren,3.84709,24.450000000000003,16
Female,530,Peak,8,Braine-le-Comte,4.13766,La Louvière-Centre,4.17986,92.15,28
Sleeping,574,Regular,12,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,20.57,25
Standard,69,Intercity,14,Neerpelt,5.43717,Neerpelt,5.43717,19.21,23
Sleeping,574,Regular,12,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,20.57,28
Standard,345,Suburban,11,Céroux-Mousty,4.569049,Court-Saint-Etienne,4.56582,14.46,28
Female,414,Suburban,8,Bierges-Walibi,4.59475,Bierges-Walibi,4.59475,13.75,22
Lux,235,Intercity,2,Belsele,4.08861,Mollem,4.216967,765.35,30
Standard,329,Intercity,16,Anvers-Berchem,4.432219,Mortsel,4.448435,18.46,19
Standard,595,Peak,14,Hillegem,3.85747,Zottegem,3.81441,10.6,21
Standard,193,Suburban,8,Denderleeuw,4.07183,Sint-Martens-Bodegem,4.20508,44.6,17
Standard,346,Suburban,4,Céroux-Mousty,4.569049,Le Campinaire,4.542787,120.77999999999997,31
Standard,192,Intercity,6,Viville,5.786525,Stockem,5.769116,39.38999999999999,17
Standard,226,Intercity,14,Hove,4.465158,Anvers-Berchem,4.432219,22.919999999999998,19
Female,14,Regular,11,Tongres,5.47328,Glons,5.535429,24.54,16
Standard,226,Intercity,14,Herent,4.67219,Mortsel-Deurnesteenweg,4.446515,130.51,26
Standard,424,Regular,12,Bruxelles-Congrès,4.362051,Bruxelles-Congrès,4.362051,3.9299999999999997,22
Lux,426,Regular,9,Bierges-Walibi,4.59475,Oud-Heverlee,4.65331,441.44,15
Sleeping,396,Regular,16,Viville,5.786525,Stockem,5.769116,54.160000000000004,22
Sleeping,399,Regular,5,Buggenhout,4.201663,Baasrode-Zuid,4.153496,32.769999999999996,14
Standard,297,Intercity,11,Nimy,3.956093,Marchienne-au-Pont,4.39422,129.42,23
Standard,230,Suburban,2,Nieuwkerken-Waas,4.185904,Zwijndrecht,4.329776,40.77,25
Female,52,Regular,4,Merelbeke,3.76889,Landskouter,3.791148,47.94,18
Sleeping,84,Regular,13,Nieuwkerken-Waas,4.185904,Beveren,4.259525,33.44,15
Female,506,Peak,15,Saint-Denis-Bovesse,4.76779,Lonzée,4.7201,48.910000000000004,31
Standard,423,Regular,5,Bilzen,5.50938,Schulen,5.187405,120.04,30
Standard,214,Regular,10,Schulen,5.187405,Hasselt,5.327631,28.98,29
Standard,258,Intercity,13,Leuze,3.616876,Froyennes,3.354835,136.13,17
Standard,185,Intercity,12,Bruges,3.21673,Hoeilaart,4.46741,329.84999999999997,17
Standard,82,Intercity,20,Herent,4.67219,Brussels Airport-Zaventem,4.482072,73.11,17
Female,518,Peak,15,Paliseul,5.118351,Carlsbourg,5.092785,85.92,19
Lux,278,Intercity,18,Brussels Airport-Zaventem,4.482072,Merelbeke,3.76889,1390.49,25
Standard,469,Peak,15,Kiewit,5.350226,Kiewit,5.350226,19.02,22
Female,247,Suburban,7,Olen,4.9025,Lierre,4.560611,124.25,23
Female,552,Peak,14,Bambrugge,3.935715,Burst,3.922418,4.78,25
Lux,462,Peak,13,Kessel,4.61846,Kessel,4.61846,136.71,21
Standard,226,Intercity,14,Kontich-Lint,4.476358,Anvers-Berchem,4.432219,34.19,22
Standard,443,Peak,14,Lissewege,3.19451,Bruges-Saint-Pierre,3.201796,18.27,18
Sleeping,496,Peak,2,Ciney,5.091406,Rixensart,4.53286,264.67,14
Female,251,Suburban,5,Heverlee,4.695201,Florival,4.65387,59.24,14
Sleeping,404,Regular,12,Aubange,5.798058,Athus,5.828944,8.27,17
Standard,406,Regular,20,Paliseul,5.118351,Graide,5.043044,77.56,15
Standard,226,Intercity,14,Herent,4.67219,Louvain,4.715868,10.51,30
Standard,230,Suburban,2,Nieuwkerken-Waas,4.185904,Beveren,4.259525,24.32,29
Standard,58,Intercity,15,Rochefort-Jemelle,5.266697,Rochefort-Jemelle,5.266697,23.630000000000003,22
Sleeping,591,Peak,6,Bruxelles-Chapelle,4.34787,Braine-le-Comte,4.13766,134.98,29
Standard,264,Suburban,20,Enghien,4.047359,Herne,4.014578,61.209999999999994,19
Standard,264,Suburban,20,Bordet,4.410024,Herne,4.014578,127.63000000000001,17
Standard,184,Intercity,17,Viville,5.786525,Arlon,5.809972,5.37,17
Female,265,Suburban,15,Haren,4.41998,Weerde,4.470935,58.31999999999999,20
Standard,56,Intercity,20,Anvers-Berchem,4.432219,Anvers-Berchem,4.432219,11.25,22
Lux,498,Peak,18,Jambes-Est,4.88026,Marloie,5.31389,1187.85,30
Standard,200,Intercity,2,Sint-Gillis,4.117831,Merchtem,4.222719,35.239999999999995,26
Standard,146,Regular,16,Bruxelles-Chapelle,4.34787,Genval,4.514834,65.72,16
Female,251,Suburban,5,Florival,4.65387,Basse-Wavre,4.621653,35.79,19
Female,8,Regular,3,Beervelde,3.879383,Gand-Dampoort,3.74059,38.58,22
Standard,225,Intercity,13,Wezemaal,4.747681,Begijnendijk,4.80034,53.25,23
Standard,405,Regular,9,Arlon,5.809972,Messancy,5.818919,22.44,19
Standard,291,Intercity,9,Floreffe,4.762371,Haute-Flône,5.330336,172.94000000000003,28
Standard,470,Peak,17,Genk,5.497683,Bokrijk,5.408383,17.7,29
Standard,258,Intercity,13,Leuze,3.616876,Ath,3.777428,39.03,17
Lux,557,Peak,3,Coxyde,2.652773,Kortenberg,4.5433,3042.4,19
Standard,412,Regular,16,Rhisnes,4.80187,Gembloux,4.691497,57.11,29
Lux,234,Intercity,12,Belsele,4.08861,Opwijk,4.187317,670.0799999999999,25
Female,33,Regular,2,Zonhoven,5.348813,Hasselt,5.327631,23.3,28
Standard,249,Intercity,4,Coxyde,2.652773,Kortemark,3.043456,97.09,20
Standard,233,Intercity,6,Belsele,4.08861,Belsele,4.08861,13.84,16
Standard,491,Suburban,13,Gavere-Asper,3.639728,Eine,3.623777,31.75,29
Lux,311,Intercity,8,Herent,4.67219,Herent,4.67219,138.55,17
Sleeping,550,Peak,3,Schendelbeke,3.899285,Iddergem,4.068488,77.32000000000001,30
Standard,383,Regular,8,Marloie,5.31389,Esneux,5.572567,133.84,22
Standard,229,Suburban,9,Melsele,4.286767,Nieuwkerken-Waas,4.185904,30.78,24
Standard,226,Intercity,14,Herent,4.67219,Kontich-Lint,4.476358,117.89,14
Standard,264,Suburban,20,Weerde,4.470935,Bruxelles-Luxembourg,4.373676,54.3,26
Standard,63,Intercity,11,Anzegem,3.495013,Vichte,3.391627,22.33,30
Lux,59,Intercity,18,Sart-Bernard,4.94974,Naninne,4.929754,227.91000000000003,21
Standard,458,Intercity,12,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,14.96,23
Standard,354,Regular,10,Herseaux,3.245961,Saint-Ghislain,3.820255,177.45000000000002,15
Lux,241,Intercity,13,Bruxelles-Central,4.356804,Bruxelles-Central,4.356804,31.560000000000002,17
Lux,241,Intercity,13,Bruxelles-Midi,4.33653,Bruxelles-Central,4.356804,1055.15,24
Lux,435,Peak,7,Bruxelles-Nord,4.36085,De Pinte,3.650467,1397.77,23
Standard,250,Intercity,18,Herent,4.67219,Bruxelles-Midi,4.33653,140.42999999999998,28
Lux,554,Peak,10,Waregem,3.42551,Harelbeke,3.314007,518.93,19
Standard,291,Intercity,9,Nimy,3.956093,Le Campinaire,4.542787,160.92,23
Standard,350,Regular,13,Jemappes,3.885583,Saint-Ghislain,3.820255,55.5,26
Sleeping,463,Peak,17,Anvers-Berchem,4.432219,Lierre,4.560611,62.49999999999999,16
Standard,493,Peak,16,Lens,3.903226,Lens,3.903226,17.39,23
Female,444,Peak,19,Bruges-Saint-Pierre,3.201796,Bruges-Saint-Pierre,3.201796,53.489999999999995,17
Sleeping,116,Regular,18,Anzegem,3.495013,Audenarde,3.600388,32.12,19
Standard,416,Suburban,10,Gentbrugge,3.756326,Gentbrugge,3.756326,13.709999999999999,20
Standard,432,Regular,11,Anseremme,4.90553,Dinant,4.90818,5.82,28
Lux,235,Intercity,2,Buizingen,4.25856,Enghien,4.047359,629.3899999999999,23
Standard,143,Regular,17,Bruxelles-Chapelle,4.34787,Sint-Katelijne-Waver,4.496119,76.29,17
Standard,345,Suburban,11,Céroux-Mousty,4.569049,Couillet,4.468512,111.61999999999999,25
Standard,595,Peak,14,Herzele,3.880616,Burst,3.922418,27.25,30
Lux,426,Regular,9,Heverlee,4.695201,Heverlee,4.695201,133.73000000000002,23
Sleeping,550,Peak,3,Schendelbeke,3.899285,Ninove,4.026137,64.13,19
Sleeping,497,Peak,9,Bruxelles-Chapelle,4.34787,Profondsart,4.545435,107.97000000000001,17
Standard,3,Intercity,14,Herstal,5.622762,Coo,5.880474,157.81999999999996,31
Standard,236,Regular,12,Puurs,4.282701,Puurs,4.282701,22.43,28
Standard,258,Intercity,13,Leuze,3.616876,Froyennes,3.354835,136.13,24
Standard,266,Peak,11,Iddergem,4.068488,Denderleeuw,4.07183,3.9,17
Lux,72,Intercity,16,Saint-Trond,5.17665,Landen,5.07966,208.99,21
Female,136,Regular,5,Masnuy-Saint-Pierre,3.96214,Hal,4.240633,159.35000000000002,26
Standard,143,Regular,17,Bruxelles-Chapelle,4.34787,Bruxelles-Nord,4.36085,15.030000000000001,15
Standard,509,Peak,13,Yvoir,4.87864,Yvoir,4.87864,24.560000000000002,27
Standard,556,Peak,15,De Pinte,3.650467,Kortemark,3.043456,163.65,21
Standard,412,Regular,16,Rhisnes,4.80187,Rhisnes,4.80187,27.02,16
Female,52,Regular,4,Merelbeke,3.76889,Gontrode,3.801671,40.82,30
Lux,435,Peak,7,Bruxelles-Central,4.356804,Deinze,3.534435,1505.29,21
Standard,541,Peak,17,Munkzwalm,3.733242,Vichte,3.391627,119.08000000000001,26
Standard,215,Intercity,20,Lustin,4.877468,Lustin,4.877468,27.330000000000002,22
Sleeping,404,Regular,12,Aubange,5.798058,Athus,5.828944,8.27,21
Female,518,Peak,15,Paliseul,5.118351,Graide,5.043044,116.34,19
Standard,277,Intercity,7,Kortemark,3.043456,Ternat,4.16534,277.15999999999997,27
Standard,359,Regular,9,Lessines,3.836434,Lessines,3.836434,8.2,26
Standard,60,Intercity,12,Termonde,4.10143,Zele,4.042001,16.75,18
Standard,263,Suburban,16,Hal,4.240633,Bruxelles-Luxembourg,4.373676,97.27,17
Standard,453,Suburban,3,Sint-Gillis,4.117831,Mollem,4.216967,42.349999999999994,18
